N,P,K,temperature,humidity,ph,rainfall,soil,crop_label
9,80,19,21.81,18.57,5.95,125.1,clay,beans
76,40,43,25.16,83.12,5.07,231.38,clay,rice
50,64,25,28.84,63.37,6.73,70.25,sandy loam,cassava
27,40,24,27.84,90.0,7.06,52.85,loamy,yam
49,72,15,31.56,67.84,7.14,74.87,sandy loam,cassava
101,17,47,29.49,94.73,6.19,26.31,sandy loam,tomatoes
88,55,45,24.64,80.41,7.73,253.72,clay,rice
117,25,53,29.12,92.13,6.41,24.52,sandy loam,tomatoes
25,62,21,26.73,68.14,7.04,67.15,sandy loam,cassava
95,13,46,29.84,93.76,6.13,23.28,sandy loam,tomatoes
25,48,21,28.44,83.49,6.27,52.55,loamy,yam
95,12,46,26.22,81.01,6.32,54.65,loamy clay ,pepper
119,19,55,25.19,83.45,6.82,46.87,loamy clay ,pepper
64,45,43,25.63,83.53,5.53,209.9,clay,rice
11,71,24,21.14,22.72,5.61,141.61,clay,beans
22,64,82,19.49,17.17,6.47,87.51,loamy,soybean
0,23,15,22.57,93.37,7.6,109.86,loamy,orange
37,18,39,24.15,94.51,6.42,110.23,sandy loam,guinea_corn
81,30,48,28.52,92.1,6.04,29.87,sandy loam,tomatoes
104,17,46,25.71,80.23,6.19,43.09,loamy clay ,pepper
32,79,15,23.91,20.75,5.71,81.6,clay,beans
19,39,17,29.28,81.8,6.89,44.47,loamy,yam
5,65,16,21.33,18.49,5.87,109.1,clay,beans
13,7,43,18.2,91.12,7.01,109.66,sandy loam,guinea_corn
40,64,16,16.43,24.24,5.93,140.37,clay,beans
108,26,52,28.83,94.27,6.2,26.24,sandy loam,tomatoes
31,8,7,34.51,93.64,7.16,103.57,loamy,orange
44,55,25,29.63,65.91,7.42,71.16,sandy loam,cassava
31,25,12,18.05,90.04,7.02,111.78,loamy,orange
8,7,10,28.26,91.98,6.93,105.21,loamy,orange
99,38,21,22.88,71.6,6.35,67.73,sandy loam,maize
68,41,16,21.78,57.81,6.16,102.09,sandy loam,maize
83,45,21,18.83,58.75,5.72,79.75,sandy loam,maize
39,37,15,29.0,83.79,6.82,59.84,loamy,yam
39,37,15,29.0,83.79,6.82,59.84,loamy,yam
19,55,20,27.43,87.81,7.19,54.73,loamy,yam
34,60,23,20.13,24.97,5.66,100.05,clay,beans
11,61,21,18.62,23.02,5.53,135.34,clay,beans
92,20,55,25.1,87.53,6.59,59.27,loamy clay ,pepper
21,17,15,23.98,91.55,7.46,118.49,loamy,orange
66,53,19,23.09,60.12,6.03,65.5,sandy loam,maize
22,60,24,18.78,20.25,5.63,104.26,clay,beans
93,53,38,26.93,81.91,7.07,290.68,clay,rice
5,29,44,21.02,93.06,5.58,104.78,sandy loam,guinea_corn
21,21,38,22.55,89.33,6.33,104.9,sandy loam,guinea_corn
114,27,48,27.82,93.04,6.53,26.32,sandy loam,tomatoes
23,62,85,18.97,19.52,8.49,80.71,loamy,soybean
10,5,5,21.21,91.35,7.82,112.98,loamy,orange
18,12,8,12.59,91.82,6.21,119.39,loamy,orange
24,55,78,17.3,15.15,6.65,75.58,loamy,soybean
9,48,22,27.77,87.1,6.4,49.51,loamy,yam
30,44,16,29.73,82.89,6.44,50.92,loamy,yam
60,51,36,22.7,82.81,6.03,257.0,clay,rice
39,71,84,20.28,16.4,8.14,82.52,loamy,soybean
26,65,22,17.85,18.78,5.95,143.1,clay,beans
5,65,16,21.33,18.49,5.87,109.1,clay,beans
26,80,83,17.08,16.15,7.53,71.31,loamy,soybean
78,58,15,25.01,67.82,6.53,62.91,sandy loam,maize
63,35,16,22.03,65.36,6.27,83.73,sandy loam,maize
23,39,22,29.26,81.98,6.86,42.02,loamy,yam
25,27,41,19.2,94.28,6.92,108.04,sandy loam,guinea_corn
60,48,39,24.28,80.3,7.04,231.09,clay,rice
19,55,20,27.43,87.81,7.19,54.73,loamy,yam
23,72,84,19.02,17.13,6.92,79.93,loamy,soybean
42,67,77,18.99,15.94,6.11,78.71,loamy,soybean
49,71,76,19.71,17.64,6.61,85.58,loamy,soybean
81,16,45,26.9,86.25,6.73,59.76,loamy clay ,pepper
58,79,17,27.25,66.1,7.04,62.32,sandy loam,cassava
31,51,25,27.54,85.57,7.2,53.02,loamy,yam
25,48,21,28.44,83.49,6.27,52.55,loamy,yam
39,24,14,30.55,90.9,7.19,106.07,loamy,orange
20,60,25,27.33,69.09,6.73,61.19,sandy loam,cassava
59,62,83,18.58,19.22,8.1,72.95,loamy,soybean
40,78,20,19.19,20.83,5.67,80.15,clay,beans
36,7,37,19.87,86.36,5.78,108.32,sandy loam,guinea_corn
5,15,38,18.26,88.17,5.71,108.08,sandy loam,guinea_corn
20,23,11,31.85,90.12,6.41,109.95,loamy,orange
86,36,24,26.55,72.89,5.79,73.34,sandy loam,maize
26,80,83,17.08,16.15,7.53,71.31,loamy,soybean
27,62,77,18.2,14.71,6.58,70.18,loamy,soybean
100,14,49,29.49,91.08,6.37,26.02,sandy loam,tomatoes
91,13,47,29.11,92.44,6.14,27.96,sandy loam,tomatoes
34,66,17,18.81,21.28,5.89,125.08,clay,beans
4,59,25,27.69,81.94,6.23,54.62,loamy,yam
57,60,84,19.1,17.26,6.59,75.49,loamy,soybean
26,18,42,19.73,89.65,6.91,108.23,sandy loam,guinea_corn
76,48,18,19.3,69.63,5.78,83.21,sandy loam,maize
8,16,6,12.23,90.26,7.11,108.42,loamy,orange
28,35,22,29.53,86.73,7.16,59.87,loamy,yam
18,23,8,21.49,93.44,6.41,101.48,loamy,orange
21,38,21,29.76,86.45,6.64,37.55,loamy,yam
66,54,21,25.19,60.2,5.92,72.12,sandy loam,maize
85,52,45,26.31,82.37,7.22,265.54,clay,rice
60,68,83,19.12,18.43,6.62,85.53,loamy,soybean
37,55,82,19.46,18.02,6.42,78.45,loamy,soybean
104,25,51,28.96,93.88,6.47,23.56,sandy loam,tomatoes
27,56,22,19.92,20.7,5.83,108.64,clay,beans
96,54,22,25.7,61.33,6.96,83.21,sandy loam,maize
22,60,24,18.78,20.25,5.63,104.26,clay,beans
30,44,16,29.73,82.89,6.44,50.92,loamy,yam
96,13,55,29.53,94.57,6.7,21.14,sandy loam,tomatoes
52,63,19,29.59,68.32,6.93,67.53,sandy loam,cassava
31,37,21,27.24,86.4,6.71,37.31,loamy,yam
5,8,5,11.03,92.23,6.56,112.77,loamy,orange
76,51,18,26.17,71.96,6.25,79.85,sandy loam,maize
31,8,7,34.51,93.64,7.16,103.57,loamy,orange
26,67,16,29.11,67.91,7.18,67.83,sandy loam,cassava
22,60,85,18.84,14.74,6.81,94.78,loamy,soybean
91,53,40,26.53,81.42,5.39,264.61,clay,rice
27,64,15,20.16,24.84,5.51,138.24,clay,beans
26,11,11,13.7,90.96,7.61,106.29,loamy,orange
39,71,84,20.28,16.4,8.14,82.52,loamy,soybean
83,29,52,25.76,87.59,6.7,46.05,loamy clay ,pepper
119,30,49,25.36,80.46,6.9,47.72,loamy clay ,pepper
90,52,25,25.97,69.36,6.82,103.22,sandy loam,maize
22,64,82,19.49,17.17,6.47,87.51,loamy,soybean
70,47,17,24.61,70.42,6.6,104.16,sandy loam,maize
101,17,55,24.37,87.13,6.45,44.64,loamy clay ,pepper
101,17,47,29.49,94.73,6.19,26.31,sandy loam,tomatoes
54,61,77,18.81,15.22,6.21,77.54,loamy,soybean
98,7,45,27.79,92.51,6.16,26.85,sandy loam,tomatoes
67,35,22,23.31,63.25,6.39,108.76,sandy loam,maize
90,46,42,23.98,81.45,7.5,250.08,clay,rice
109,21,55,24.9,89.74,6.77,57.45,loamy clay ,pepper
99,50,15,18.15,71.09,5.57,88.08,sandy loam,maize
31,37,21,27.24,86.4,6.71,37.31,loamy,yam
4,6,7,23.01,91.12,6.71,112.67,loamy,orange
19,78,16,20.65,23.11,5.97,67.72,clay,beans
95,55,42,26.8,82.15,5.95,193.35,clay,rice
28,7,9,34.59,92.13,6.73,115.57,loamy,orange
32,60,83,19.69,19.44,8.83,91.76,loamy,soybean
81,30,48,28.52,92.1,6.04,29.87,sandy loam,tomatoes
55,77,22,31.43,62.99,7.76,64.78,sandy loam,cassava
57,67,25,32.35,66.61,7.55,64.56,sandy loam,cassava
30,20,38,22.6,93.16,7.06,110.09,sandy loam,guinea_corn
69,37,42,23.06,83.37,7.07,251.05,clay,rice
30,44,16,29.73,82.89,6.44,50.92,loamy,yam
24,55,78,17.3,15.15,6.65,75.58,loamy,soybean
34,59,23,28.56,83.25,6.94,56.48,loamy,yam
12,29,13,22.46,91.53,7.57,118.01,loamy,orange
95,12,46,26.22,81.01,6.32,54.65,loamy clay ,pepper
85,21,47,29.87,90.61,6.19,24.7,sandy loam,tomatoes
95,38,22,19.85,61.25,5.73,100.77,sandy loam,maize
26,54,17,28.55,88.96,6.27,49.49,loamy,yam
3,9,45,23.89,89.62,6.54,104.62,sandy loam,guinea_corn
64,45,43,25.63,83.53,5.53,209.9,clay,rice
1,15,9,29.98,94.55,7.53,115.36,loamy,orange
42,67,77,18.99,15.94,6.11,78.71,loamy,soybean
31,26,9,11.7,93.26,7.57,103.2,loamy,orange
1,59,23,27.47,87.18,7.18,43.78,loamy,yam
28,58,81,17.48,16.54,6.18,93.35,loamy,soybean
120,23,55,27.84,91.61,6.73,26.48,sandy loam,tomatoes
6,48,24,28.64,84.61,6.79,48.48,loamy,yam
26,18,42,19.73,89.65,6.91,108.23,sandy loam,guinea_corn
26,27,10,28.07,92.91,6.08,114.13,loamy,orange
112,25,51,25.05,85.57,6.93,56.72,loamy clay ,pepper
9,48,20,29.66,84.28,6.38,56.1,loamy,yam
79,45,20,23.81,59.25,5.72,89.96,sandy loam,maize
113,6,52,27.76,90.36,6.74,25.22,sandy loam,tomatoes
114,27,48,27.82,93.04,6.53,26.32,sandy loam,tomatoes
23,62,85,18.97,19.52,8.49,80.71,loamy,soybean
83,60,36,25.6,80.15,6.9,200.83,clay,rice
52,68,78,17.49,16.96,6.9,86.05,loamy,soybean
67,43,39,26.04,84.97,6.0,186.75,clay,rice
17,58,20,28.07,85.92,6.43,39.24,loamy,yam
37,55,82,19.46,18.02,6.42,78.45,loamy,soybean
50,64,25,28.84,63.37,6.73,70.25,sandy loam,cassava
0,49,18,29.68,87.94,6.99,41.82,loamy,yam
23,62,19,16.52,20.46,5.61,98.78,clay,beans
100,14,49,29.49,91.08,6.37,26.02,sandy loam,tomatoes
9,11,8,24.86,94.39,6.56,111.78,loamy,orange
22,56,17,29.88,87.33,6.89,44.75,loamy,yam
63,35,16,22.03,65.36,6.27,83.73,sandy loam,maize
9,80,19,21.81,18.57,5.95,125.1,clay,beans
105,14,50,26.21,87.69,6.42,59.66,loamy clay ,pepper
37,49,25,29.91,85.85,6.42,41.39,loamy,yam
85,37,39,24.53,82.74,6.36,224.68,clay,rice
6,18,37,19.66,89.94,5.94,108.05,sandy loam,guinea_corn
93,53,38,26.93,81.91,7.07,290.68,clay,rice
73,35,38,24.89,81.98,5.01,185.95,clay,rice
39,17,45,18.1,90.42,6.92,104.88,sandy loam,guinea_corn
115,11,46,24.42,89.4,6.62,40.32,loamy clay ,pepper
23,59,19,21.99,24.87,5.85,129.57,clay,beans
13,16,8,34.74,93.12,6.95,100.2,loamy,orange
28,58,81,17.48,16.54,6.18,93.35,loamy,soybean
29,22,40,23.63,89.73,6.15,107.68,sandy loam,guinea_corn
20,8,12,25.3,94.96,7.26,117.97,loamy,orange
6,77,25,20.61,24.36,5.79,69.64,clay,beans
11,10,45,22.63,88.46,6.4,109.04,sandy loam,guinea_corn
34,47,19,27.31,85.45,6.57,53.15,loamy,yam
109,21,55,24.9,89.74,6.77,57.45,loamy clay ,pepper
91,56,37,23.43,80.57,6.36,269.5,clay,rice
107,11,54,28.59,91.34,6.09,29.44,sandy loam,tomatoes
27,65,18,20.11,23.22,5.6,73.36,clay,beans
23,59,25,27.83,88.73,6.32,56.69,loamy,yam
8,54,20,28.33,80.77,7.03,38.8,loamy,yam
69,37,42,23.06,83.37,7.07,251.05,clay,rice
4,19,43,18.07,93.15,5.78,106.36,sandy loam,guinea_corn
118,18,52,28.05,90.83,6.56,20.76,sandy loam,tomatoes
60,55,44,23.0,82.32,7.84,263.96,clay,rice
97,12,47,25.29,89.64,6.77,58.29,loamy clay ,pepper
101,17,55,24.37,87.13,6.45,44.64,loamy clay ,pepper
8,28,37,23.88,86.21,6.08,108.31,sandy loam,guinea_corn
77,52,17,24.86,65.74,5.71,75.82,sandy loam,maize
100,10,53,24.54,84.61,6.21,42.01,loamy clay ,pepper
86,36,24,26.55,72.89,5.79,73.34,sandy loam,maize
59,70,84,17.33,18.75,7.55,82.62,loamy,soybean
38,60,76,18.65,17.81,8.87,77.93,loamy,soybean
97,50,41,24.53,80.54,7.07,260.26,clay,rice
0,49,18,29.68,87.94,6.99,41.82,loamy,yam
52,56,85,20.12,14.44,6.82,88.68,loamy,soybean
12,20,10,24.45,93.11,6.53,109.47,loamy,orange
5,13,37,22.34,89.79,5.65,103.32,sandy loam,guinea_corn
31,37,21,27.24,86.4,6.71,37.31,loamy,yam
81,6,55,24.89,85.87,6.11,51.71,loamy clay ,pepper
90,46,42,23.98,81.45,7.5,250.08,clay,rice
105,14,50,26.21,87.69,6.42,59.66,loamy clay ,pepper
5,45,21,28.36,88.01,6.49,43.05,loamy,yam
102,28,54,25.16,80.28,6.86,55.5,loamy clay ,pepper
22,60,24,18.78,20.25,5.63,104.26,clay,beans
78,58,15,25.01,67.82,6.53,62.91,sandy loam,maize
34,71,79,17.93,15.86,7.73,74.64,loamy,soybean
113,6,52,27.76,90.36,6.74,25.22,sandy loam,tomatoes
39,73,24,25.66,61.18,7.22,69.29,sandy loam,cassava
30,44,16,29.73,82.89,6.44,50.92,loamy,yam
90,44,38,23.84,83.88,7.47,241.2,clay,rice
120,20,45,25.67,88.7,6.11,54.23,loamy clay ,pepper
42,58,25,27.46,62.9,6.51,69.46,sandy loam,cassava
27,64,15,20.16,24.84,5.51,138.24,clay,beans
21,17,15,23.98,91.55,7.46,118.49,loamy,orange
24,55,78,17.3,15.15,6.65,75.58,loamy,soybean
83,60,36,25.6,80.15,6.9,200.83,clay,rice
29,11,5,23.13,91.95,7.64,104.42,loamy,orange
27,56,20,19.26,20.51,5.54,94.95,clay,beans
48,65,78,17.44,14.34,7.86,73.09,loamy,soybean
6,8,11,24.36,92.4,6.6,119.69,loamy,orange
91,24,55,26.27,83.09,6.26,46.77,loamy clay ,pepper
61,52,41,24.98,83.89,6.88,204.8,clay,rice
6,9,12,31.08,90.14,7.03,109.69,loamy,orange
100,6,53,29.05,93.92,6.11,23.67,sandy loam,tomatoes
86,36,24,26.55,72.89,5.79,73.34,sandy loam,maize
9,8,15,14.34,94.36,7.99,110.22,loamy,orange
100,18,52,26.2,80.38,6.88,56.48,loamy clay ,pepper
20,8,12,25.3,94.96,7.26,117.97,loamy,orange
60,43,44,21.02,82.95,7.42,298.4,clay,rice
40,18,43,19.39,86.79,5.77,109.91,sandy loam,guinea_corn
1,59,23,27.47,87.18,7.18,43.78,loamy,yam
52,60,79,19.45,18.23,8.38,75.63,loamy,soybean
57,73,85,18.49,14.72,7.36,91.95,loamy,soybean
65,60,43,21.97,81.9,5.66,227.36,clay,rice
9,77,17,20.12,24.45,5.78,106.16,clay,beans
81,45,23,19.33,68.03,6.19,84.23,sandy loam,maize
115,18,53,29.17,94.2,6.01,22.07,sandy loam,tomatoes
83,9,45,25.85,89.13,6.05,46.85,loamy clay ,pepper
31,75,18,15.47,21.44,5.82,88.89,clay,beans
75,56,18,19.4,62.36,5.7,60.95,sandy loam,maize
92,20,55,25.1,87.53,6.59,59.27,loamy clay ,pepper
61,44,17,26.1,71.57,6.93,102.27,sandy loam,maize
11,72,20,19.52,24.93,5.95,113.33,clay,beans
114,8,52,29.34,94.55,6.42,28.23,sandy loam,tomatoes
12,6,8,30.85,92.87,6.39,107.41,loamy,orange
25,68,77,20.09,15.11,7.7,85.75,loamy,soybean
22,78,76,17.85,19.09,8.62,76.32,loamy,soybean
32,14,37,22.73,88.49,6.83,104.68,sandy loam,guinea_corn
119,5,55,29.69,94.3,6.17,26.84,sandy loam,tomatoes
29,63,17,30.03,67.89,7.26,66.47,sandy loam,cassava
90,52,25,25.97,69.36,6.82,103.22,sandy loam,maize
52,70,16,33.67,66.6,7.53,67.33,sandy loam,cassava
113,20,48,27.47,94.88,6.44,27.28,sandy loam,tomatoes
101,17,55,24.37,87.13,6.45,44.64,loamy clay ,pepper
1,62,23,15.44,18.37,5.61,139.03,clay,beans
73,58,21,19.97,57.68,6.6,60.65,sandy loam,maize
3,77,25,24.85,22.89,5.61,62.21,clay,beans
4,23,5,22.68,93.36,7.48,110.33,loamy,orange
19,78,16,20.65,23.11,5.97,67.72,clay,beans
40,58,75,18.59,14.78,6.17,89.61,loamy,soybean
40,29,42,24.63,89.02,7.1,110.7,sandy loam,guinea_corn
30,44,16,29.73,82.89,6.44,50.92,loamy,yam
102,11,47,27.99,92.78,6.5,27.15,sandy loam,tomatoes
39,76,76,19.97,15.57,6.14,69.16,loamy,soybean
27,79,82,17.07,17.54,6.31,70.87,loamy,soybean
10,59,15,29.83,89.3,6.32,58.87,loamy,yam
104,17,46,25.71,80.23,6.19,43.09,loamy clay ,pepper
4,67,25,23.79,24.36,5.95,119.64,clay,beans
30,64,20,33.86,61.57,6.57,68.02,sandy loam,cassava
99,5,47,24.13,84.84,6.65,51.19,loamy clay ,pepper
39,9,15,25.35,91.81,7.99,116.76,loamy,orange
66,44,20,19.08,69.02,6.74,80.73,sandy loam,maize
23,57,19,32.84,68.0,7.25,73.4,sandy loam,cassava
52,60,79,19.45,18.23,8.38,75.63,loamy,soybean
27,56,20,29.21,87.11,6.42,51.54,loamy,yam
99,39,18,19.2,68.31,6.11,87.85,sandy loam,maize
29,11,5,23.13,91.95,7.64,104.42,loamy,orange
104,25,51,28.96,93.88,6.47,23.56,sandy loam,tomatoes
34,71,79,17.93,15.86,7.73,74.64,loamy,soybean
22,56,17,29.88,87.33,6.89,44.75,loamy,yam
84,18,46,27.09,93.42,6.78,25.32,sandy loam,tomatoes
19,17,39,24.72,85.56,6.73,111.28,sandy loam,guinea_corn
57,73,85,18.49,14.72,7.36,91.95,loamy,soybean
66,54,21,25.19,60.2,5.92,72.12,sandy loam,maize
60,44,23,24.79,70.05,5.72,76.73,sandy loam,maize
27,56,22,19.92,20.7,5.83,108.64,clay,beans
91,24,55,26.27,83.09,6.26,46.77,loamy clay ,pepper
29,21,45,23.41,93.13,6.75,105.22,sandy loam,guinea_corn
19,7,9,27.26,91.71,6.97,101.14,loamy,orange
27,30,5,32.72,90.55,7.66,113.33,loamy,orange
49,68,22,28.57,61.53,7.13,63.5,sandy loam,cassava
79,45,20,23.81,59.25,5.72,89.96,sandy loam,maize
30,70,79,20.27,19.97,7.31,69.64,loamy,soybean
91,53,40,26.53,81.42,5.39,264.61,clay,rice
108,23,51,26.84,83.85,6.11,40.23,loamy clay ,pepper
99,39,18,19.2,68.31,6.11,87.85,sandy loam,maize
116,25,50,29.26,92.92,6.09,28.71,sandy loam,tomatoes
6,18,37,19.66,89.94,5.94,108.05,sandy loam,guinea_corn
44,74,85,20.19,19.64,7.15,78.26,loamy,soybean
30,37,25,29.89,80.14,7.12,54.8,loamy,yam
116,25,50,29.26,92.92,6.09,28.71,sandy loam,tomatoes
39,37,15,29.0,83.79,6.82,59.84,loamy,yam
34,59,18,23.38,21.99,5.74,87.67,clay,beans
34,71,79,17.93,15.86,7.73,74.64,loamy,soybean
56,67,78,17.57,16.72,8.26,77.82,loamy,soybean
60,48,39,24.28,80.3,7.04,231.09,clay,rice
83,60,36,25.6,80.15,6.9,200.83,clay,rice
57,68,81,17.17,17.3,8.08,72.79,loamy,soybean
99,6,45,26.13,86.55,6.0,40.71,loamy clay ,pepper
28,35,22,29.53,86.73,7.16,59.87,loamy,yam
59,55,19,31.74,62.51,7.33,68.97,sandy loam,cassava
98,7,45,27.79,92.51,6.16,26.85,sandy loam,tomatoes
14,22,9,17.25,91.14,6.54,112.51,loamy,orange
94,39,18,23.89,57.49,5.89,102.83,sandy loam,maize
76,40,43,25.16,83.12,5.07,231.38,clay,rice
93,22,48,29.13,91.52,6.78,21.9,sandy loam,tomatoes
57,67,25,32.35,66.61,7.55,64.56,sandy loam,cassava
3,26,39,24.38,91.19,7.08,103.6,sandy loam,guinea_corn
36,43,21,28.36,84.86,7.14,52.93,loamy,yam
29,11,5,23.13,91.95,7.64,104.42,loamy,orange
11,71,24,21.14,22.72,5.61,141.61,clay,beans
42,79,85,17.22,15.82,6.13,76.58,loamy,soybean
12,8,10,16.15,91.44,8.0,107.43,loamy,orange
90,23,54,28.56,90.46,6.16,27.27,sandy loam,tomatoes
21,63,22,25.1,67.73,6.86,74.62,sandy loam,cassava
11,18,42,21.58,94.88,5.94,102.86,sandy loam,guinea_corn
11,61,21,18.62,23.02,5.53,135.34,clay,beans
25,60,22,21.63,21.18,5.89,134.36,clay,beans
67,45,38,22.73,82.17,7.3,260.89,clay,rice
90,57,24,18.93,72.8,6.16,82.34,sandy loam,maize
18,23,44,23.71,89.62,6.18,105.65,sandy loam,guinea_corn
34,35,21,28.45,82.68,6.68,58.19,loamy,yam
50,56,76,21.0,19.86,7.97,73.51,loamy,soybean
40,30,35,20.89,91.08,6.27,104.44,sandy loam,guinea_corn
117,24,53,29.17,92.21,6.29,21.3,sandy loam,tomatoes
85,27,45,26.07,88.73,6.47,57.8,loamy clay ,pepper
28,7,9,34.59,92.13,6.73,115.57,loamy,orange
97,12,47,25.29,89.64,6.77,58.29,loamy clay ,pepper
60,55,44,23.0,82.32,7.84,263.96,clay,rice
5,74,21,16.24,21.36,5.59,66.97,clay,beans
26,11,11,13.7,90.96,7.61,106.29,loamy,orange
14,8,43,21.93,94.46,7.05,111.72,sandy loam,guinea_corn
37,50,23,29.65,88.49,6.53,56.02,loamy,yam
62,42,36,22.78,82.07,6.43,248.72,clay,rice
5,23,15,25.67,92.05,7.41,112.54,loamy,orange
15,6,41,19.01,88.84,6.9,108.68,sandy loam,guinea_corn
87,21,52,27.35,94.29,6.07,27.21,sandy loam,tomatoes
0,12,7,20.18,90.65,6.97,116.81,loamy,orange
20,7,45,18.91,89.24,6.08,112.48,sandy loam,guinea_corn
58,70,84,20.65,16.61,6.23,74.66,loamy,soybean
22,60,85,18.84,14.74,6.81,94.78,loamy,soybean
36,55,20,27.01,84.34,6.64,55.3,loamy,yam
85,9,53,28.21,92.87,6.45,28.79,sandy loam,tomatoes
40,64,16,16.43,24.24,5.93,140.37,clay,beans
93,58,38,20.62,83.77,6.93,279.55,clay,rice
20,7,45,18.91,89.24,6.08,112.48,sandy loam,guinea_corn
18,5,11,20.88,90.94,6.25,102.46,loamy,orange
59,69,80,19.08,17.87,8.17,69.41,loamy,soybean
77,58,19,22.81,56.51,5.79,101.6,sandy loam,maize
82,25,51,24.31,87.47,6.07,48.11,loamy clay ,pepper
20,79,77,18.55,16.03,7.65,76.33,loamy,soybean
53,65,76,20.19,16.42,6.72,77.34,loamy,soybean
27,76,83,19.13,14.92,6.29,89.62,loamy,soybean
8,16,6,12.23,90.26,7.11,108.42,loamy,orange
25,17,40,18.91,87.75,6.61,111.28,sandy loam,guinea_corn
97,36,45,22.23,81.86,6.94,278.08,clay,rice
11,71,17,19.92,21.47,5.75,82.69,clay,beans
91,24,55,26.27,83.09,6.26,46.77,loamy clay ,pepper
120,8,46,29.56,90.71,6.73,28.37,sandy loam,tomatoes
25,70,16,19.63,18.91,5.76,106.36,clay,beans
87,54,20,25.62,63.47,6.58,108.83,sandy loam,maize
99,6,46,28.61,94.22,6.4,28.99,sandy loam,tomatoes
105,30,50,25.3,81.78,6.38,57.04,loamy clay ,pepper
60,68,83,19.12,18.43,6.62,85.53,loamy,soybean
92,7,48,26.28,86.63,6.96,54.39,loamy clay ,pepper
29,36,25,28.29,88.44,7.13,48.57,loamy,yam
19,65,25,18.1,18.29,5.63,144.79,clay,beans
31,11,45,24.84,86.89,6.03,107.64,sandy loam,guinea_corn
12,8,10,16.15,91.44,8.0,107.43,loamy,orange
13,47,20,29.22,87.94,6.54,43.14,loamy,yam
27,59,22,21.81,23.21,5.79,130.06,clay,beans
63,35,16,22.03,65.36,6.27,83.73,sandy loam,maize
15,14,8,10.01,90.22,6.22,119.39,loamy,orange
0,23,15,22.57,93.37,7.6,109.86,loamy,orange
96,13,55,29.53,94.57,6.7,21.14,sandy loam,tomatoes
20,60,25,27.33,69.09,6.73,61.19,sandy loam,cassava
26,65,22,17.85,18.78,5.95,143.1,clay,beans
80,26,55,24.53,88.99,6.14,49.12,loamy clay ,pepper
93,22,48,29.13,91.52,6.78,21.9,sandy loam,tomatoes
22,70,19,18.24,21.08,5.52,69.45,clay,beans
53,74,15,29.43,64.94,7.52,72.18,sandy loam,cassava
22,70,19,18.24,21.08,5.52,69.45,clay,beans
19,65,25,18.1,18.29,5.63,144.79,clay,beans
27,62,24,28.63,66.77,7.35,62.27,sandy loam,cassava
90,23,54,28.56,90.46,6.16,27.27,sandy loam,tomatoes
87,54,20,25.62,63.47,6.58,108.83,sandy loam,maize
37,6,13,26.03,91.51,7.51,101.28,loamy,orange
120,20,45,25.67,88.7,6.11,54.23,loamy clay ,pepper
94,53,40,20.28,82.89,5.72,241.97,clay,rice
13,17,45,21.25,92.65,7.16,106.28,sandy loam,guinea_corn
73,57,41,21.45,84.94,5.82,272.2,clay,rice
101,17,47,29.49,94.73,6.19,26.31,sandy loam,tomatoes
103,17,51,25.11,80.03,6.21,44.21,loamy clay ,pepper
40,18,43,19.39,86.79,5.77,109.91,sandy loam,guinea_corn
12,61,19,19.33,24.14,5.66,68.51,clay,beans
85,58,41,21.77,80.32,7.04,226.66,clay,rice
18,5,11,20.88,90.94,6.25,102.46,loamy,orange
81,25,49,29.87,93.25,6.08,26.26,sandy loam,tomatoes
21,38,21,29.76,86.45,6.64,37.55,loamy,yam
6,8,11,24.36,92.4,6.6,119.69,loamy,orange
11,71,24,21.14,22.72,5.61,141.61,clay,beans
11,78,22,23.9,22.74,5.94,112.66,clay,beans
13,8,12,25.16,92.55,7.11,114.31,loamy,orange
117,25,54,28.68,92.51,6.15,29.11,sandy loam,tomatoes
9,77,17,20.12,24.45,5.78,106.16,clay,beans
76,49,42,24.96,84.48,5.21,196.96,clay,rice
94,50,37,25.67,80.66,6.95,209.59,clay,rice
35,69,23,16.79,24.97,5.58,75.45,clay,beans
29,11,5,23.13,91.95,7.64,104.42,loamy,orange
3,26,39,24.38,91.19,7.08,103.6,sandy loam,guinea_corn
44,75,22,30.03,64.15,7.57,71.21,sandy loam,cassava
41,74,18,28.76,61.03,6.6,73.38,sandy loam,cassava
6,8,11,24.36,92.4,6.6,119.69,loamy,orange
14,67,15,19.56,24.67,5.69,139.29,clay,beans
9,48,20,29.66,84.28,6.38,56.1,loamy,yam
22,79,17,21.42,20.4,5.91,116.52,clay,beans
14,59,15,21.35,22.91,5.78,146.45,clay,beans
91,21,50,24.34,81.44,6.76,48.32,loamy clay ,pepper
99,38,21,22.88,71.6,6.35,67.73,sandy loam,maize
36,66,15,30.09,69.35,6.67,67.14,sandy loam,cassava
82,22,45,26.22,85.35,6.51,54.6,loamy clay ,pepper
29,25,14,30.49,90.46,7.78,113.33,loamy,orange
102,28,54,25.16,80.28,6.86,55.5,loamy clay ,pepper
63,35,16,22.03,65.36,6.27,83.73,sandy loam,maize
68,40,19,26.14,66.21,6.66,107.24,sandy loam,maize
14,48,21,29.25,84.8,6.99,53.43,loamy,yam
31,25,12,18.05,90.04,7.02,111.78,loamy,orange
40,78,20,19.19,20.83,5.67,80.15,clay,beans
82,25,51,24.31,87.47,6.07,48.11,loamy clay ,pepper
